	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM597220.CEL	0.5902722	0.5955417	0.5967641	0.59023273	0.594487	0.5902644	0.59163207	0.5918301	0.59064436	0.59454584	0.5961779	0.5893422	0.59174067	0.59603673	0.5890955	0.5913121	0.5988837	0.5940105	0.5952926	0.59732544	0.5942735	0.5920223	0.5935505	0.5925062	0.59112895	0.5972498	0.59490186	0.58890396	0.586634	0.5959161	0.586502	0.5894682	0.59724116	0.5909968	0.5906485	0.59363824	0.5915721	0.5857843	0.590605	0.59261614	0.59680766	0.59694695	0.59380347	0.5934967	0.5867529	0.5946884	0.59658694	0.5884629	0.5949036	0.6022562	0.5959534	0.5889734	0.59591216	0.5904717	0.59392864	0.59509254	0.5881833	0.59362733	0.59123266	0.59050506	0.59455127	0.5940458	0.59834266	0.593315	0.58628273	0.5917482	0.5901843	0.5919908	0.59028125	0.5901292	0.5878534	0.59616476	0.59821725	0.5876584	0.5895945	0.59123665	0.58814645	0.59448594	0.5927733	0.5940508	0.59029865	0.59456444	0.59250087	0.5987145	0.59259987	0.5934426	0.58956367	0.58734673	0.587146	0.58983296	0.5969088	0.5864244	0.59203184	0.5902575	0.58723927	0.5914112	0.5894448	0.60302526	0.59514076	0.59268457	0.6077745	0.8166902	0.44717562	0.36651886	0.52223694	0.81918657	0.622636	0.8217617	0.41459596	0.368628	0.39634526	0.60818005	0.41771135	0.53678584	0.33490142	0.3519167	0.4039424	0.37332356	0.21276368	0.41528422	0.5815354	0.4928641	0.44867745	0.39118052	0.42089993	0.42198408	0.2717882	0.68336797	0.40629053	0.4816328	0.35751417	0.76512307	0.32702002	0.55561465	0.7373799	0.61575353	0.784087	0.34793714	0.39834565	0.39659294	0.43392348	0.5308348	0.592317	0.66694146	0.31107035	0.675261	0.50560546	0.51885545	0.24055393	0.7659608	0.38137844	0.43490782	0.7419905	0.61682546	0.5012547	0.39922047	0.6141045	0.38675904	0.76952153	0.312121	0.77560234	0.39912146	0.37964	0.79515105	0.39630097	0.6823079	0.68490714	0.38542062	0.7507638	0.32122335	0.64427626	0.27144602	0.33000565	0.6803737	0.71959877	0.63763076	0.35207844	0.5291653	0.39854002	0.54450077	0.762965	0.73736936	0.6524037	0.79494464	0.57390815	0.76668715	0.28321013	0.63339263	0.59367144	0.34353948	0.5758478	0.71778536	0.36906767	0.3870431	0.78062683	0.24427743	0.4007016	0.7699143	0.3058312	0.72163534
GSM1267098_HZI1962_Pae_G1a.CEL	0.59044325	0.59571415	0.59693915	0.5904034	0.5946596	0.59043574	0.59180516	0.592003	0.59081876	0.594717	0.5963503	0.5895135	0.5919114	0.5962133	0.5892681	0.5914805	0.5990576	0.59418005	0.59546405	0.5974982	0.5944465	0.5921921	0.59372026	0.59267884	0.5912999	0.5974253	0.5950751	0.589075	0.5868019	0.59609175	0.5866738	0.58963984	0.59741247	0.59116954	0.59082067	0.59380615	0.59174114	0.58595747	0.59077317	0.59278584	0.5969817	0.5971188	0.59397924	0.5936729	0.58692235	0.5948598	0.5967581	0.5886337	0.59507465	0.6024285	0.59612286	0.5891432	0.59608644	0.59064496	0.5941013	0.59526443	0.588356	0.5937985	0.5914043	0.59067863	0.5947238	0.59421724	0.59851456	0.59348774	0.5864532	0.5919184	0.5903567	0.59216386	0.5904508	0.59030104	0.5880271	0.59633684	0.598392	0.5878292	0.5897657	0.5914086	0.58831775	0.59466124	0.59294516	0.594224	0.59047025	0.59473646	0.59267145	0.5988852	0.59277207	0.5936105	0.5897321	0.5875184	0.58731514	0.5900044	0.59708315	0.5865963	0.5922014	0.5904285	0.5874089	0.5915837	0.58961606	0.6032025	0.5953119	0.59285694	0.60781306	0.8167308	0.4471989	0.366542	0.5222642	0.81922525	0.6226594	0.82180315	0.41462785	0.3686451	0.39637485	0.60821116	0.41773495	0.5368152	0.33491784	0.35193762	0.40396202	0.37333885	0.21277528	0.41530854	0.58156925	0.49289218	0.4487071	0.39119595	0.42092738	0.4220076	0.27180073	0.68339837	0.40631613	0.48166305	0.3575288	0.7651597	0.32703793	0.5556457	0.73741615	0.6157826	0.78413033	0.34795454	0.39836228	0.39661103	0.43394592	0.5308723	0.5923508	0.666974	0.31107906	0.67529875	0.5056382	0.5188804	0.24056803	0.76600456	0.38140064	0.43493238	0.7420345	0.6168592	0.5012873	0.39923862	0.61414295	0.38677773	0.7695628	0.31213066	0.7756418	0.39914292	0.37966126	0.7951945	0.39631787	0.6823525	0.684942	0.38544506	0.75079995	0.3212378	0.64430916	0.27146193	0.33002526	0.6804047	0.7196378	0.6376648	0.35209906	0.52918893	0.39855993	0.54453987	0.7630077	0.7374132	0.65243924	0.7949829	0.57394284	0.7667322	0.28322348	0.6334219	0.59370744	0.34354874	0.57587963	0.717823	0.36909053	0.38706434	0.78066707	0.24429214	0.40073138	0.76995844	0.3058474	0.7216737
GSM92176.CEL	0.59639513	0.6017111	0.60302895	0.59634036	0.6006631	0.59639573	0.5978255	0.5980156	0.596884	0.60067207	0.602348	0.5954733	0.5978483	0.6023551	0.5952739	0.5973362	0.6051085	0.6000798	0.6014262	0.60350525	0.60046184	0.5980985	0.5996242	0.59868616	0.5972448	0.6035283	0.6011002	0.5950264	0.59264404	0.6021998	0.5926496	0.5956123	0.60337186	0.59717727	0.5968118	0.59964556	0.5976232	0.591983	0.5966218	0.59868956	0.60303146	0.60309523	0.6000936	0.59979945	0.5928181	0.60082155	0.6027127	0.5945768	0.6010248	0.6084184	0.6020155	0.59504914	0.6021472	0.5966734	0.6001048	0.6012418	0.5943638	0.5997539	0.5973756	0.5967175	0.6007277	0.6001805	0.6044919	0.59949654	0.59238225	0.5978405	0.5963543	0.59818405	0.5963517	0.59627813	0.5940717	0.60232407	0.60447085	0.59377074	0.59572107	0.59739053	0.5942773	0.6007586	0.5989228	0.6002467	0.5964404	0.60071975	0.5986045	0.60481966	0.59876114	0.5994489	0.59559315	0.5934898	0.5932004	0.59596664	0.60314643	0.59257734	0.59810007	0.59637266	0.59331024	0.5975879	0.5955723	0.6093653	0.6012635	0.59885216	0.6091586	0.81814224	0.4480105	0.36735046	0.52321357	0.8205733	0.6234748	0.82323766	0.4157378	0.3692427	0.39740697	0.60929316	0.41855922	0.53783876	0.3354894	0.35267064	0.40464547	0.37387246	0.21317893	0.4161595	0.5827495	0.49387053	0.44974247	0.39173383	0.4218858	0.4228279	0.27223516	0.6844608	0.40720853	0.48271847	0.35803744	0.76643234	0.32766196	0.55673075	0.73867464	0.61679626	0.7856335	0.34856328	0.39894247	0.39724177	0.43472913	0.5321802	0.593528	0.6681046	0.31138292	0.6766146	0.50677985	0.5197516	0.2410575	0.7675276	0.3821736	0.43579012	0.7435664	0.61803603	0.5024263	0.39987114	0.61548334	0.3874292	0.77099746	0.31246808	0.7770127	0.39988965	0.38040322	0.7967031	0.3969059	0.6839042	0.6861559	0.38629654	0.7520585	0.3217425	0.64545774	0.27201995	0.3307088	0.68148404	0.72099894	0.6388477	0.35281724	0.5300106	0.39925703	0.5459033	0.7644925	0.73893946	0.6536774	0.796316	0.5751522	0.76830137	0.28368974	0.63444483	0.59496146	0.34387246	0.57699	0.7191355	0.36988693	0.38780463	0.78206784	0.24480341	0.4017701	0.77149224	0.3064111	0.7230101
GSM366976.CEL	0.5992226	0.6045593	0.605921	0.59916085	0.6035147	0.5992271	0.60068536	0.6008716	0.59976506	0.6035006	0.6051965	0.5983046	0.6006686	0.6052719	0.598127	0.6001181	0.60798186	0.60288227	0.604258	0.60635805	0.6033189	0.60090435	0.60242873	0.6015396	0.600069	0.6064265	0.6039619	0.5978538	0.59542	0.6051005	0.5954888	0.5984497	0.6062022	0.6000312	0.5996578	0.6024194	0.60041755	0.5948459	0.59940046	0.60149395	0.6059046	0.6059336	0.6029976	0.60270923	0.59561944	0.60365325	0.60554075	0.5974003	0.603851	0.61126256	0.6048144	0.59785503	0.60502565	0.5995372	0.60295624	0.6040809	0.5972181	0.6025827	0.60021204	0.599586	0.6035793	0.6030131	0.60733056	0.6023507	0.5951994	0.6006537	0.59920335	0.6010437	0.599155	0.59911764	0.5969433	0.60516757	0.60735756	0.59659356	0.59855026	0.6002321	0.5971087	0.60365444	0.60176206	0.6031074	0.59927654	0.6035617	0.6014229	0.607638	0.601606	0.6022223	0.59837776	0.5963268	0.5959966	0.5987991	0.6060259	0.59541905	0.6009021	0.59919655	0.5961141	0.60043997	0.59840184	0.61229104	0.60409033	0.6016999	0.6097994	0.8188122	0.44839752	0.36773604	0.52366614	0.8212132	0.6238632	0.8239183	0.4162672	0.36952776	0.3978994	0.60980856	0.4189523	0.5383266	0.33576205	0.35302034	0.4049714	0.374127	0.21337152	0.41656536	0.5833118	0.494337	0.45023614	0.39199036	0.42234284	0.4232191	0.27244243	0.6849666	0.4076341	0.4832217	0.35828003	0.7670374	0.32795963	0.55724776	0.7392732	0.617279	0.7863474	0.34885362	0.39921913	0.39754266	0.43510258	0.53280354	0.59408885	0.66864294	0.31152785	0.6772409	0.5073241	0.5201669	0.24129103	0.76825124	0.38254222	0.43619922	0.7442946	0.6185965	0.50296926	0.40017277	0.6161217	0.38773987	0.77167916	0.312629	0.77766407	0.4002458	0.38075718	0.7974195	0.3971863	0.6846425	0.68673366	0.38670266	0.7526569	0.32198322	0.6460046	0.27228618	0.33103496	0.68199795	0.7216464	0.6394111	0.35315982	0.5304022	0.3995895	0.5465531	0.76519793	0.73966503	0.65426683	0.79694927	0.5757285	0.7690468	0.28391215	0.634932	0.5955589	0.34402686	0.57751906	0.7197599	0.37026685	0.38815767	0.7827333	0.24504738	0.4022656	0.7722209	0.30668002	0.72364575
GSM199986.CEL	0.601429	0.6067815	0.60817724	0.6013617	0.6057394	0.6014364	0.6029167	0.6031001	0.6020132	0.6057075	0.6074189	0.60051405	0.6028692	0.6075473	0.60035336	0.60228884	0.6102235	0.6050689	0.6064674	0.6085837	0.6055481	0.60309374	0.60461694	0.6037661	0.6022726	0.6086875	0.6061945	0.60006016	0.59758633	0.6073636	0.59770447	0.60066366	0.6084103	0.602258	0.60187846	0.60458386	0.602598	0.59707993	0.60156876	0.6036823	0.608146	0.60814804	0.6052633	0.60497946	0.5978055	0.6058626	0.6077472	0.5996037	0.6060561	0.6134813	0.6069982	0.6000446	0.60727125	0.6017717	0.6051811	0.60629606	0.59944534	0.6047899	0.6024254	0.6018244	0.6058042	0.60522306	0.60954523	0.60457766	0.59739786	0.6028488	0.60142654	0.603275	0.6013425	0.6013333	0.59918416	0.60738605	0.60960954	0.5987965	0.60075796	0.6024494	0.5993182	0.60591376	0.60397756	0.6053393	0.60148954	0.60577905	0.60362196	0.60983676	0.60382575	0.60438645	0.6005507	0.5985408	0.59817886	0.60100937	0.6082723	0.59763664	0.6030885	0.6014001	0.5983022	0.6026654	0.6006099	0.61457324	0.60629594	0.60392183	0.6103003	0.81933457	0.4487002	0.36803773	0.52401996	0.82171214	0.62416685	0.8244491	0.4166813	0.3697507	0.39828452	0.6102115	0.41925973	0.538708	0.33597535	0.3532939	0.40522632	0.37432605	0.2135223	0.41688275	0.5837513	0.49470162	0.4506223	0.39219102	0.42270032	0.42352512	0.27260455	0.6853618	0.40796706	0.48361522	0.35846972	0.7675097	0.32819256	0.557652	0.7397406	0.6176564	0.7869044	0.3490807	0.3994355	0.39777792	0.43539461	0.53329086	0.5945271	0.66906357	0.3116411	0.67773014	0.5077496	0.52049154	0.24147378	0.768816	0.38283065	0.43651912	0.74486303	0.6190346	0.5033938	0.40040872	0.6166206	0.38798288	0.7722114	0.31275493	0.77817243	0.4005243	0.38103402	0.7979783	0.39740565	0.68521917	0.68718505	0.38702032	0.75312424	0.3221715	0.64643204	0.2724945	0.33129007	0.68239945	0.72215205	0.63985133	0.35342783	0.5307084	0.39984944	0.54706097	0.76574874	0.74023145	0.6547275	0.79744333	0.5761789	0.76962864	0.2840861	0.63531274	0.59602576	0.34414762	0.57793266	0.72024757	0.37056404	0.38843384	0.7832526	0.24523832	0.40265313	0.7727894	0.30689046	0.7241422
GSM551151.CEL	0.60286945	0.60823214	0.60964996	0.6027985	0.6071918	0.6028788	0.6043735	0.604555	0.60348076	0.60714823	0.6088697	0.6019565	0.604306	0.6090327	0.6018069	0.60370606	0.6116867	0.60649645	0.6079097	0.6100366	0.6070034	0.604523	0.6060455	0.6052196	0.60371125	0.6101634	0.607652	0.60150063	0.5990008	0.6088408	0.59915113	0.60210913	0.60985184	0.6037118	0.6033283	0.6059969	0.60402155	0.59853864	0.60298437	0.6051108	0.6096092	0.6095937	0.6067423	0.60646147	0.5992329	0.60730493	0.6091876	0.6010422	0.6074956	0.6149295	0.6084238	0.60147417	0.60873723	0.60323054	0.6066335	0.6077421	0.60089946	0.6062308	0.60387045	0.6032857	0.60725665	0.60666585	0.6109908	0.6060314	0.5988333	0.60428196	0.602878	0.6047317	0.6027707	0.6027798	0.60064715	0.6088343	0.6110795	0.60023475	0.6021993	0.60389704	0.6007607	0.6073886	0.60542387	0.6067964	0.60293436	0.60722655	0.60505766	0.6112721	0.60527486	0.6057993	0.6019694	0.59998626	0.5996036	0.60245234	0.60973877	0.59908456	0.60451597	0.6028387	0.59973085	0.6041182	0.6020515	0.61606276	0.60773575	0.6053724	0.6106276	0.81967556	0.44889814	0.36823505	0.52425134	0.8220379	0.6243653	0.82479554	0.41695216	0.36989644	0.39853644	0.61047477	0.41946077	0.5389574	0.33611485	0.3534728	0.40539306	0.3744563	0.21362087	0.41709036	0.5840386	0.49494016	0.4508748	0.39232218	0.4229341	0.42372525	0.27271062	0.6856201	0.40818474	0.4838725	0.35859382	0.7678182	0.32834482	0.55791616	0.74004596	0.61790305	0.7872681	0.34922928	0.39957702	0.3979318	0.43558562	0.5336095	0.5948137	0.66933846	0.31171525	0.67804986	0.50802785	0.52070385	0.24159332	0.76918465	0.38301933	0.43672833	0.7452343	0.6193209	0.5036714	0.400563	0.6169467	0.38814178	0.7725588	0.31283718	0.7785046	0.40070647	0.38121504	0.798343	0.3975491	0.6855959	0.68748003	0.38722813	0.7534294	0.32229468	0.64671147	0.27263078	0.331457	0.68266183	0.7224823	0.640139	0.35360315	0.5309086	0.40001953	0.5473931	0.7661083	0.74060136	0.6550286	0.7977659	0.5764733	0.77000844	0.28419995	0.6355616	0.596331	0.34422654	0.578203	0.7205661	0.3707584	0.3886145	0.78359175	0.24536318	0.4029067	0.7731607	0.307028	0.72446644
GSM1420997_anr_NO2.CEL	0.6035043	0.6088714	0.6102991	0.6034318	0.6078319	0.6035145	0.6050155	0.60519624	0.60412765	0.60778326	0.60950905	0.60259223	0.6049391	0.60968727	0.6024475	0.6043307	0.61233157	0.6071255	0.60854536	0.6106769	0.6076447	0.605153	0.60667515	0.6058602	0.6043454	0.6108138	0.60829437	0.6021355	0.5996243	0.6094919	0.59978867	0.6027462	0.6104871	0.60435253	0.60396725	0.6066197	0.60464895	0.5991816	0.6036083	0.6057405	0.61025405	0.61023074	0.60739416	0.6071146	0.599862	0.6079406	0.6098224	0.6016763	0.60813004	0.61556774	0.6090521	0.6021042	0.6093833	0.6038735	0.60727364	0.6083793	0.6015404	0.6068659	0.60450727	0.6039297	0.6078967	0.6073017	0.61162794	0.6066721	0.59946597	0.6049136	0.60351765	0.6053736	0.6034002	0.60341734	0.6012919	0.6094725	0.6117273	0.60086864	0.6028346	0.604535	0.6013965	0.6080386	0.60606134	0.6074385	0.6035711	0.60786444	0.6056904	0.6119046	0.6059135	0.606422	0.6025948	0.6006233	0.6002315	0.6030883	0.610385	0.5997227	0.6051451	0.60347277	0.6003605	0.60475856	0.6026868	0.6167192	0.6083703	0.60601175	0.610772	0.81982595	0.44898546	0.36832213	0.5243534	0.82218146	0.6244529	0.82494813	0.4170716	0.36996078	0.39864758	0.6105909	0.41954947	0.5390674	0.3361764	0.35355172	0.4054666	0.37451363	0.21366443	0.41718188	0.5841654	0.49504536	0.45098624	0.39238003	0.4230373	0.4238135	0.2727574	0.685734	0.40828082	0.483986	0.35864857	0.76795423	0.32841206	0.55803275	0.74018055	0.6180119	0.7874283	0.3492948	0.39963946	0.3979997	0.4356699	0.53375006	0.59494007	0.66945964	0.3117479	0.6781909	0.50815064	0.5207975	0.24164602	0.76934713	0.3831025	0.43682063	0.745398	0.61944723	0.50379384	0.40063107	0.61709046	0.38821188	0.77271193	0.3128735	0.7786508	0.40078685	0.381295	0.79850376	0.39761236	0.68576205	0.6876101	0.38731974	0.75356394	0.322349	0.6468345	0.27269083	0.33153063	0.6827776	0.722628	0.64026594	0.35368052	0.53099686	0.4000946	0.5475396	0.76626676	0.74076456	0.6551614	0.79790807	0.57660323	0.7701758	0.28425014	0.6356713	0.59646565	0.34426144	0.57832223	0.7207065	0.3708442	0.3886941	0.78374124	0.24541828	0.4030185	0.7733244	0.30708873	0.72460943
GSM774086_CF30-1979b.CEL	0.6104439	0.6158584	0.61739165	0.6103543	0.6148273	0.61046344	0.61203283	0.6122045	0.6111973	0.6147229	0.61649626	0.6095418	0.61186033	0.6168403	0.6094501	0.61115867	0.61937743	0.61400205	0.61549246	0.6176739	0.6146539	0.61203873	0.61355686	0.6128617	0.61127627	0.61792105	0.61531425	0.60907567	0.6064404	0.6166061	0.606759	0.6097102	0.6174294	0.61135584	0.61095166	0.613427	0.6115071	0.6062098	0.6104288	0.6126227	0.6173006	0.617193	0.6145177	0.6142524	0.6067399	0.61488783	0.6167596	0.6086073	0.61506367	0.6225408	0.6159188	0.60899204	0.61644334	0.6109011	0.61426944	0.6153443	0.6085462	0.61380666	0.6114683	0.6109692	0.6148924	0.61425126	0.61858994	0.61367464	0.6063826	0.61181754	0.61050993	0.6123904	0.610281	0.61038613	0.60834026	0.6164477	0.618806	0.60779846	0.60977876	0.61150837	0.60834676	0.6151419	0.61302835	0.6144565	0.6105317	0.6148366	0.61260647	0.6188171	0.612894	0.6132284	0.6094304	0.6075879	0.60709697	0.61004025	0.61744696	0.6066991	0.61202186	0.61040366	0.60724443	0.6117574	0.6096321	0.62388974	0.61530554	0.61299914	0.61235416	0.82146746	0.4499432	0.36927736	0.52547246	0.8237498	0.6254125	0.82661533	0.41838285	0.37066662	0.3998672	0.61186403	0.42052266	0.54027355	0.33685175	0.35441795	0.40627354	0.37514377	0.21414194	0.41818672	0.5855545	0.49619916	0.45220825	0.39301506	0.42416897	0.424782	0.27327088	0.68698174	0.4093348	0.485231	0.35924926	0.769442	0.3291496	0.55931073	0.741654	0.61920434	0.78918034	0.3500139	0.40032434	0.3987444	0.4365943	0.53529114	0.59632534	0.67078775	0.31210667	0.6797349	0.50949675	0.5218245	0.24222508	0.7711245	0.38401568	0.4378332	0.74718827	0.6208312	0.50513685	0.4013778	0.61866635	0.3889812	0.7743869	0.313272	0.78025126	0.40166864	0.3821714	0.8002604	0.39830658	0.6875809	0.68903464	0.38832566	0.7550366	0.3229453	0.6481844	0.2733508	0.33233863	0.6840451	0.72422206	0.64165634	0.3545292	0.5319653	0.40091762	0.54914546	0.76800025	0.7425488	0.65661585	0.79946256	0.5780269	0.7720063	0.28480116	0.6368742	0.59794104	0.34464353	0.5796295	0.7222442	0.37178522	0.38956845	0.78537554	0.24602321	0.40424576	0.7751135	0.30775505	0.72617453
GSM774124_CF333-2003a.CEL	0.6109483	0.61636615	0.617907	0.6108575	0.6153357	0.6109686	0.612543	0.6127139	0.6117112	0.6152273	0.61700404	0.6100469	0.61236346	0.6173601	0.6099592	0.61165506	0.6198895	0.6145019	0.61599743	0.6181824	0.6151633	0.61253935	0.61405706	0.6133706	0.6117801	0.6184375	0.61582446	0.6095802	0.60693604	0.6171232	0.6072658	0.61021644	0.6179339	0.6118649	0.6114593	0.6139218	0.61200565	0.6067208	0.61092466	0.61312294	0.6178127	0.61769897	0.6150354	0.6147712	0.60723996	0.6153928	0.61726385	0.60911113	0.6155677	0.6230475	0.61641794	0.6094927	0.6169564	0.6114119	0.6147779	0.61585057	0.6090555	0.61431116	0.61197436	0.61148083	0.61540085	0.6147564	0.61909586	0.61418366	0.60688555	0.61231947	0.61101824	0.61290044	0.61078125	0.6108927	0.6088527	0.61695457	0.6193204	0.60830224	0.61028355	0.61201525	0.6088521	0.6156581	0.61353475	0.6149666	0.61103773	0.61534333	0.61310923	0.6193195	0.61340135	0.6137232	0.6099273	0.6080943	0.6075961	0.61054564	0.61796016	0.60720634	0.61252177	0.61090744	0.6077449	0.6122661	0.61013705	0.6244107	0.6158096	0.61350703	0.6124695	0.8215868	0.4500131	0.3693471	0.5255541	0.8238637	0.62548244	0.8267364	0.41847852	0.3707181	0.39995623	0.6119568	0.42059368	0.5403615	0.33690104	0.3544812	0.40633243	0.37518972	0.21417682	0.41826004	0.5856558	0.49628335	0.45229745	0.39306143	0.4242515	0.4248527	0.27330837	0.6870726	0.40941173	0.48532188	0.35929307	0.7695503	0.32920343	0.55940396	0.74176127	0.6192913	0.7893078	0.35006642	0.40037435	0.3987988	0.43666178	0.53540355	0.5964263	0.6708845	0.31213295	0.67984736	0.5095949	0.52189934	0.24226733	0.77125376	0.38408232	0.43790707	0.74731857	0.6209321	0.50523484	0.40143234	0.6187812	0.3890373	0.7745087	0.3133011	0.7803676	0.401733	0.38223538	0.80038816	0.3983572	0.6877133	0.6891385	0.38839906	0.75514376	0.32298878	0.6482829	0.273399	0.33239764	0.6841374	0.7243382	0.64175767	0.35459113	0.53203595	0.40097773	0.5492626	0.76812637	0.7426786	0.65672183	0.7995756	0.57813066	0.77213943	0.28484148	0.63696194	0.5980486	0.34467143	0.57972485	0.72235614	0.37185392	0.38963225	0.78549445	0.24606735	0.40433532	0.77524364	0.30780366	0.72628856
GSM822694_delta_cbrBBSM_B.CEL	0.6120407	0.6174657	0.619023	0.6119472	0.61643654	0.61206234	0.61364734	0.61381686	0.6128239	0.6163194	0.6181035	0.61114085	0.61345285	0.61848557	0.6110614	0.6127299	0.620998	0.61558414	0.6170907	0.6192834	0.61626637	0.61362314	0.61514014	0.6144725	0.6128711	0.61955583	0.6169291	0.61067265	0.6080092	0.6182426	0.6083631	0.6113126	0.61902636	0.6129672	0.61255866	0.6149933	0.61308515	0.6078271	0.6119983	0.6142062	0.61892146	0.61879444	0.6161563	0.6158944	0.60832274	0.61648613	0.61835545	0.6102022	0.6166588	0.6241445	0.6174986	0.610577	0.6180673	0.6125181	0.6158789	0.6169465	0.6101583	0.61540353	0.61306995	0.61258876	0.61650175	0.61585003	0.6201914	0.6152857	0.6079744	0.6134061	0.6121188	0.6140048	0.6118643	0.6119896	0.60996217	0.61805224	0.6204341	0.6093932	0.6113766	0.61311287	0.6099462	0.6167759	0.6146313	0.6160709	0.6121333	0.61644053	0.61419773	0.62040716	0.6145	0.61479443	0.6110034	0.6091905	0.60867697	0.61163986	0.61907136	0.6083046	0.6136041	0.61199844	0.6088286	0.6133676	0.61123025	0.6255386	0.61690104	0.6146068	0.61271936	0.821845	0.4501646	0.3694982	0.525731	0.82411045	0.6256341	0.82699865	0.41868588	0.37082973	0.40014905	0.6121579	0.42074755	0.5405521	0.33700785	0.35461825	0.40646002	0.37528938	0.21425244	0.4184189	0.5858752	0.49646568	0.4524907	0.3931618	0.42443046	0.42500588	0.27338958	0.6872695	0.4095784	0.48551866	0.35938805	0.7697848	0.32932007	0.55960584	0.7419936	0.61947966	0.7895837	0.35018018	0.40048265	0.3989165	0.43680787	0.53564703	0.5966451	0.6710941	0.31218958	0.680091	0.5098077	0.52206165	0.24235897	0.77153367	0.3842267	0.43806714	0.7476006	0.6211507	0.50544715	0.4015504	0.61903	0.38915896	0.77477264	0.3133641	0.7806198	0.40187243	0.382374	0.8006646	0.39846703	0.68800014	0.68936324	0.3885582	0.7553759	0.3230831	0.648496	0.2735034	0.33252546	0.6843375	0.7245895	0.64197713	0.35472536	0.532189	0.40110788	0.5495163	0.76839936	0.74295986	0.6569514	0.7998203	0.5783556	0.7724277	0.28492853	0.63715184	0.5982816	0.34473187	0.5799314	0.7225986	0.37200275	0.3897705	0.7857518	0.24616304	0.4045294	0.77552533	0.30790907	0.72653526
